,T1R1,T1R2,T2R1,T2R2,T3R1,T4R1,T4R2,T5R1,T5R2,T6R1,T6R2,T7R1,T7R2,T8R1,T8R2,T9R1,T9R2,T10R1,T10R2,T11R1,T11R2
AT3G04060,-0.538113008,-0.330544942,-1.114270038,0.250363552,0.729079633,0.065548215,0.203857089,1.523614639,1.936949568,1.5268551,1.874310812,0.691870588,0.922057593,1.540672489,1.743841175,1.434770566,1.508061471,1.028834887,0.777098187,-0.877866211,-0.602613275
AT3G04070,-0.744563886,-0.785110805,-0.751699959,-0.185735563,0.548507388,0.913545121,-2.118071006,1.955725652,1.429989579,1.368593016,0.318792089,1.668411615,2.403926601,2.810761652,2.53233707,0.841680184,1.508061471,0.666264807,-1.544829908,1.506797639,1.77084512
AT3G04450,2.497510901,2.234788752,1.207658057,1.876548715,-1.036455113,1.203051738,-2.118071006,1.775153406,1.705624022,1.48888725,1.813556781,-0.014398209,-0.235483684,-0.113830945,0.37956679,2.426642685,1.589361573,1.590713774,1.118135105,-0.140900617,1.295507111
AT3G04670,5.608922278,5.511890348,5.179037379,5.13406936,3.97253367,3.97243881,4.421087805,3.563143004,3.668561928,4.417415495,4.380306478,3.872100598,3.91582564,4.57215072,4.653114422,4.35349983,4.04699544,4.183411924,3.611674578,4.479685793,4.041242915
AT3G04850,1.663520853,1.877854207,2.14446423,1.749169409,0.889544306,1.650510715,1.051853995,1.523614639,0.95465157,1.799227371,1.424145089,-0.561886004,0.312004112,1.471131556,1.645156901,1.262817883,1.180896727,0.18083798,0.040132593,1.624634129,1.147408472
AT3G04930,4.365568031,4.812045118,4.29269416,4.569151939,4.959029406,4.883171472,5.041800331,4.304557931,4.494945021,4.671579548,4.585010751,4.455350701,4.434764005,4.645009149,4.795083829,4.549624185,4.413557484,4.141667383,4.218935746,4.012904719,4.29989888
AT3G05690,2.673937469,2.624908619,3.81308466,3.891708522,3.880021531,4.047400868,4.568429521,3.760653837,3.385002125,3.559276578,3.150914916,1.023076497,0.922057593,2.350450073,2.518464896,2.610088826,3.27605396,0.832914677,1.262525014,0.810189782,1.223357325
AT3G06120,-0.197076091,-0.585801997,0.470692462,0.481689098,-0.551028286,0.065548215,1.051853995,-0.061347861,0.45508056,0.014956062,-0.202040074,0.49256178,-0.029032806,-3.283755947,-2.36766714,0.450890231,0.825801769,0.477819718,0.040132593,-0.140900617,0.581811296
AT3G06160,0.764449762,1.118213175,1.122769159,1.15306635,2.256326636,2.135937543,2.525785184,1.523614639,1.32502002,0.118049555,0.889107814,1.846198734,1.193359615,-0.113830945,-0.317041067,2.393665363,2.028893634,2.702606654,3.584453109,2.77238775,1.91523503
AT3G06220,0.509192706,0.074711537,-1.114270038,0.370657785,0.729079633,-0.671417379,-0.533108505,-0.205737771,-0.702460717,0.118049555,0.029285472,-1.4549708,-2.350960901,-2.061363525,-1.715590443,-0.086766555,-0.693572391,-0.424883081,-0.807864314,0.810189782,1.147408472
AT3G06250,4.195241332,4.338052605,4.192117206,3.871459838,2.133469888,1.203051738,2.40549095,3.779954393,3.914512179,3.871093357,4.032621184,2.041455026,2.213823718,3.412052323,3.486756036,4.185449328,3.903362752,2.486183191,2.752850641,2.552121629,2.445749747
AT3G06410,4.446780099,4.365388698,4.35914581,4.594080335,4.613160346,4.313475728,4.221778997,5.07576527,5.025459738,4.761905745,5.020912291,5.247449282,5.28566372,4.733052341,4.783530654,4.590214191,5.019756839,4.935725482,5.141670619,4.456034525,4.859796043
AT3G06490,0.412977391,0.568526149,0.165837881,0.119119018,-1.773420707,0.065548215,-2.118071006,0.190190906,-0.702460717,0.014956062,0.700662724,-1.4549708,-1.613995307,0.685870404,0.657867952,0.088320152,0.257518009,-1.778520035,-3.129792409,0.996602907,0.461517062
AT3G06590,4.506281111,4.611018231,4.302376714,4.308002178,3.696899228,4.083470123,4.031676113,4.337497605,4.178300147,4.279659288,4.441816116,5.025386657,4.900126953,3.62713658,3.7527559,4.349206091,4.379676591,4.475721252,4.795020095,5.01020051,4.853834485
AT3G06740,3.604844945,3.571137363,3.6252695,3.447900784,2.474506806,2.69781643,2.739909989,3.197386407,3.204429879,4.031558029,3.855598552,1.803763468,2.539810029,3.536423016,3.822157419,3.285466622,3.51327918,1.559349603,1.728188586,2.460003428,2.087702226
AT3G07340,3.739871739,3.54481008,2.70773166,2.984189438,1.033934215,2.601601115,2.129856507,0.903886721,0.806552931,2.47923708,2.094576932,1.570564292,2.086444411,3.611061817,3.667328282,1.72722146,2.388221701,1.201302083,1.514063781,1.309760792,1.223357325
AT3G07500,1.894846399,1.425785977,2.100742853,2.030582344,4.092827904,3.852144577,4.185709742,1.921374147,1.088952661,1.88942518,1.78219261,2.55785324,2.292895289,1.013924602,1.014802497,1.829401855,1.421904827,2.502766075,2.424796443,2.29205879,2.347346042
AT3G07650,4.762010716,4.753473341,0.470692462,0.680997906,4.092827904,3.97243881,4.357662425,5.299551465,5.393139174,3.124254704,2.474070315,2.976079017,3.0974996,3.882825612,3.861151551,3.710581194,3.725966501,3.955436809,3.611674578,4.251416806,4.44970776
AT3G08500,-0.538113008,-0.896142118,0.165837881,0.370657785,-1.773420707,-2.25637988,-2.118071006,-1.646310362,-2.08097234,-0.652468599,-1.555677029,-1.092400721,-1.12856848,-1.409286829,-1.474582344,-0.953500024,-0.208145563,-0.424883081,-0.807864314,-1.725863118,0.025417948
AT3G08505,2.269241914,2.384814196,2.009112377,2.169745091,1.927019011,0.913545121,2.274246417,3.307885948,3.262435482,2.626390774,2.836640394,1.927498837,1.946719648,2.229313636,2.063382678,3.56266348,3.120636203,2.582936424,2.847487515,2.720393112,2.732370973
AT3G09230,1.33635611,1.354819456,2.186899496,2.101841027,3.652844048,4.118659551,4.32487249,2.022068147,2.36528389,1.918280042,2.193261207,4.35605978,4.258833453,2.073796058,1.901793535,1.90155164,2.028893634,2.772654152,2.800944929,2.797698838,2.949182362
AT3G09370,2.714867733,2.78643118,3.409291918,3.348853415,5.359293215,5.967621794,5.770672243,2.465197953,2.442589616,2.660947996,2.640720184,3.525576837,3.563922485,2.782333244,2.713721187,2.624373052,2.454819449,3.571191216,3.584453109,3.645695745,3.686147956
AT3G09600,5.806478807,5.824683548,5.017954254,4.827463935,4.234073829,3.765987933,3.904296807,1.477072054,1.269524907,3.298987549,3.863112605,2.937346622,2.571871238,2.350450073,1.790762223,3.56266348,2.834165241,3.323017991,3.812722097,2.871072025,3.250838062
AT3G09735,4.365568031,4.716210381,4.38671407,4.315516231,5.169093798,4.511804445,4.421087805,4.297878775,4.060623938,4.916493423,4.50561915,4.854018239,4.893799333,4.517143953,4.653114422,4.484557944,4.315416393,4.125696426,4.16482834,5.193000119,5.266630034
AT3G10000,-0.052686181,0.132427035,-0.221185242,-0.572758686,-1.773420707,-2.25637988,-2.118071006,-0.366202443,0.45508056,0.014956062,-0.477674517,-0.561886004,-1.613995307,0.26056457,-0.782704639,0.168490501,-0.693572391,-0.424883081,-1.544829908,0.34452621,-0.892119892
AT3G10030,4.650393419,4.805406939,5.09239551,5.224653433,5.833909607,5.423100219,5.616638614,3.435077965,3.811418686,3.723592933,4.065560858,4.617257527,4.747071182,4.231943892,4.346578378,3.763168156,3.829989566,4.827987996,4.9734954,4.563233585,4.682788944
AT3G10040,1.621085586,1.515284128,1.961018089,1.749169409,-1.036455113,0.065548215,-0.533108505,0.675617733,0.726382582,1.799227371,1.34048716,-2.677363222,-1.12856848,1.540672489,1.332772578,0.573746979,1.774576445,-1.248005319,0.040132593,-1.725863118,-0.361605176
AT3G10480,3.854204414,3.845864093,3.71499966,3.553350083,3.760557865,3.471540574,3.812666331,4.549149732,4.314775988,4.262883575,4.271577451,5.422422898,5.356398231,4.205423015,4.523682605,4.17092543,4.581931367,5.137691188,4.930903523,4.800831728,4.676047366
AT3G10490,4.660904905,4.595710979,4.311994716,4.606384845,3.917741197,3.765987933,3.764572043,4.356906351,4.35532278,4.422459888,4.616472638,4.427672249,4.080884886,4.592761,4.52020623,4.52699321,4.561928343,4.496569809,4.236529806,4.348813568,4.376746959
AT3G10500,3.248483353,3.128886677,3.799474228,3.765720585,2.791363912,2.953073485,2.636816496,3.239821673,3.509988901,3.384189871,3.313316959,4.090821103,4.12477253,3.928943079,3.654700673,3.438817399,3.021588833,3.893905306,3.812722097,3.740111347,3.437800993
AT3G10760,4.940858797,5.03459522,5.047041833,5.037414377,2.94539754,0.065548215,1.78881959,4.135049352,4.20072591,4.462192383,4.677409993,2.004460818,2.041356522,4.082566268,4.236488926,4.35349983,4.291320717,2.308942806,2.296472346,2.255989535,2.445749747
AT3G10800,4.230953429,4.134193961,5.821526434,5.691142463,7.318455399,7.389278552,7.250435455,3.827105486,4.027552117,4.279659288,4.129266353,5.309426921,5.280822456,5.078187827,5.21407146,4.185449328,4.157760229,5.556373951,5.635079182,5.134603141,5.154700965
AT3G11020,0.509192706,-0.41071529,1.911265054,1.55969161,5.121397056,5.620137066,5.230657148,3.267433905,3.219151385,1.599918563,1.50321666,4.822482665,4.906426942,2.767906173,2.928265747,2.057069218,2.028893634,4.357616652,4.549687691,4.260547817,4.343096569
AT3G11090,2.631811993,2.848018978,3.197316112,3.057718474,3.436032659,4.118659551,3.714819008,4.001661936,3.751917674,3.243062134,3.211035909,4.363383121,3.812269448,1.06201889,1.053796629,4.195051327,3.838328866,4.588773364,4.795020095,4.540923423,4.009417469
AT3G11100,4.512098438,4.651060907,4.202496352,4.131943059,2.791363912,2.498507622,3.011212011,3.321121776,3.497966373,3.739848824,3.840452008,1.352384122,1.61866545,3.326038407,3.221582719,3.743671981,3.734927369,1.241379522,1.914601711,2.218995328,2.783445157
AT3G11260,-1.275078603,-1.016436351,1.287828405,0.250363552,1.285472982,0.913545121,0.203857089,-0.366202443,0.120661521,-0.652468599,-0.818711435,-1.092400721,0.8189641,-1.698793446,-0.927094548,-0.648645442,-0.693572391,0.261008329,-0.807864314,1.566918631,1.71931482
AT3G11280,5.638475723,5.360113756,5.299962161,5.3903597,5.71039507,5.178248347,5.28280843,4.394957656,4.244557992,5.119603346,4.87245047,4.81181574,4.848711444,5.14111017,5.378607232,4.287712062,4.164408605,4.389176865,3.812722097,4.510629501,4.541581451
AT3G11440,1.046849492,1.37886493,2.382155788,2.356158216,3.801488129,3.720900043,3.714819008,1.568702529,1.211809409,1.669459496,1.382922427,2.004460818,1.273529964,1.239806009,2.101102343,1.334076566,1.282180063,1.460945899,1.514063781,1.309760792,0.18588262
AT3G11450,6.185263521,6.205255835,5.661457807,5.59562415,4.321096892,4.219353551,4.031676113,5.501984623,5.626386792,5.451127774,5.502013913,3.155526793,3.481929113,5.905244921,5.960045884,5.840915843,5.634354445,4.131039747,3.858892278,3.71376002,3.90949866
AT3G11580,-0.744563886,-1.452535466,1.207658057,0.771195715,1.927019011,2.788014239,2.739909989,2.535019403,2.652382001,1.974314077,1.932609453,2.85661535,2.633932207,2.995467697,2.713721187,1.466831775,1.774576445,2.231464053,2.424796443,2.552121629,2.477113917
AT3G12130,4.397346739,4.572441199,4.404804527,4.277548381,4.234073829,3.576510134,4.29131993,4.264011139,4.476682815,4.658812252,4.446825478,3.840962086,3.563922485,4.418993932,4.445197764,4.444866444,4.479021798,3.465182892,3.019954711,4.107026896,4.142526251
AT3G12250,2.972848911,2.552758834,2.846559364,2.441047113,2.94539754,2.872903137,2.926323113,2.930039008,2.442589616,2.608796714,2.623126124,3.315103106,3.162108681,2.270832905,2.461602559,2.785585622,2.712419969,3.482007515,3.715697642,3.645695745,2.926639793
AT3G12480,4.712343331,4.75806426,4.836598254,4.654579558,4.9859127,4.638437883,4.776746757,4.438118419,4.401230586,4.442462913,4.905575025,4.151302207,3.928262743,4.446431115,4.63072181,4.448885095,4.586889087,4.146951986,4.288060106,4.034357829,4.082613349
AT3G12680,4.470875775,4.206516014,4.590127693,4.39568658,4.348975924,4.010406661,4.451784602,3.942939497,3.993704346,3.863694905,4.476521794,4.370669475,4.363284617,3.842087986,3.982324874,4.136456673,4.09650454,4.565282559,4.337813141,4.12713447,4.325972392
AT3G12730,2.124852004,2.022244117,2.418225043,2.546980558,2.524259842,1.203051738,2.129856507,2.146247558,2.283600092,2.178931797,1.813556781,1.887421397,1.994813936,2.001646272,2.27618905,2.216424978,1.999449856,1.460945899,2.227759596,0.996602907,1.429808203
AT3G12820,2.989624624,2.654758547,1.435927044,0.936254961,0.34205651,0.913545121,0.203857089,0.675617733,-0.010583012,2.882120379,2.866855007,2.792956713,2.539810029,-0.010737452,1.091764479,1.498195946,1.330274351,2.758914095,1.914601711,1.733568501,2.445749747
AT3G13040,6.067736859,6.294867731,6.102129393,6.181100889,4.589984024,4.186563616,4.451784602,5.956786067,5.874386965,6.264991238,6.458653465,4.97368847,4.761044125,5.366098984,5.374762606,6.095387476,6.047894596,5.410206164,5.844622181,4.788259142,4.951975577
AT3G13540,-0.744563886,-1.147680885,-0.751699959,-2.688235904,0.548507388,0.550975042,1.051853995,-0.753225566,0.351987067,-1.570006439,-0.477674517,1.760042091,0.312004112,-0.113830945,-1.474582344,-0.793035352,-1.793108064,1.16007942,1.262525014,0.996602907,0.982349226
AT3G13810,4.552175877,4.548789931,4.377583058,4.402758629,3.016656224,2.788014239,2.40549095,3.959962645,3.896307584,4.145764933,4.629749066,3.237520165,3.340201004,4.150872281,4.294619755,3.956216616,4.285233387,3.937251336,4.050116681,4.065950953,3.897957038
AT3G13960,3.132425224,2.947841726,2.009112377,2.572291647,2.57235413,2.601601115,2.40549095,2.644366799,2.136258376,2.822310984,2.925449661,1.163939032,1.61866545,-0.224862258,-1.715590443,3.143912478,3.050588705,2.017339248,1.514063781,3.300936942,3.035987189
AT3G14020,2.062791036,1.89462992,1.207658057,1.749169409,1.033934215,0.913545121,0.689283916,3.596183265,3.557101497,3.648085845,3.449323652,1.352384122,1.108470718,3.170200542,3.549491791,2.426642685,2.559408351,0.832914677,1.262525014,1.309760792,1.223357325
AT3G14180,4.352657922,4.530122637,4.550050254,4.444478019,3.990344946,3.101172124,2.926323113,4.157359513,4.273056598,4.205512396,3.998911823,3.155526793,3.140892195,4.729334053,4.748305424,4.180624256,4.279120263,3.531335227,3.556708119,3.791412575,4.200049952
AT3G14230,5.950530531,5.946333945,6.313192471,6.502411876,8.721434877,8.738680587,8.777504276,5.926795781,5.606928183,5.942185325,5.860299419,7.676151216,7.64480625,6.92853777,6.971864774,5.445872157,5.624744451,6.939156388,6.831657286,6.97388283,6.802915021
AT3G15030,5.553586826,5.684606374,5.379871235,5.347021421,3.511981512,3.169884875,3.554354336,6.316998609,6.21088903,6.050417056,6.250962093,3.512461337,3.531682148,5.018502168,5.243884669,6.033847596,6.176792329,3.906423346,3.925490027,2.255989535,2.856818344
AT3G15170,-0.985571985,-1.147680885,-3.92162496,-2.688235904,-1.773420707,-2.25637988,-2.118071006,-0.366202443,-2.817937934,-1.570006439,-2.403673935,-2.677363222,-2.350960901,1.108561476,1.014802497,-1.581531246,-1.141031368,-3.363482536,-3.129792409,-1.240436291,-1.740116799
AT3G15210,3.908143221,4.27858387,3.967118289,5.975915048,3.652844048,3.358329964,3.167331213,4.01800993,4.163153603,4.133512672,4.225682685,5.996240312,5.662129098,4.134096568,4.452511823,3.642031719,3.680307784,6.042368042,5.755903965,5.936627246,5.349466094
AT3G15500,0.078558352,0.014590544,-3.92162496,-0.025270891,-1.773420707,0.550975042,-0.533108505,-2.131737189,-0.315437594,-1.570006439,-2.403673935,0.381530467,-0.7659984,-0.224862258,0.933502395,-0.397106675,-0.693572391,0.606143815,0.570647309,0.475770743,0.795936101
AT3G15510,2.124852004,2.47680998,2.70773166,3.194407146,1.285472982,1.203051738,2.129856507,2.930039008,2.652382001,3.287974556,3.591810584,2.505858602,2.172601055,2.767906173,3.263769791,2.098588487,2.694157763,1.9704182,1.625095093,0.039671629,1.364219861
AT3G16280,0.840398615,0.799851695,0.470692462,0.680997906,-1.773420707,-0.671417379,-0.533108505,0.755788082,1.02336432,1.32615775,1.614247973,2.532090144,2.722288081,1.108561476,0.606337652,1.262817883,0.954125866,2.149587046,2.847487515,2.666454305,2.652200624
AT3G16350,1.109585248,0.999160504,1.207658057,1.218654692,-0.551028286,1.203051738,1.969391835,2.085493527,2.311345083,0.751921656,1.649437401,2.213407709,2.367857346,1.281028672,1.767492444,2.27192009,2.057748497,3.057179512,3.528419074,1.9745766,1.820598156
AT3G16770,6.375973089,6.493080499,6.201203034,6.507341363,6.001366352,6.042828138,6.162699764,3.86374733,3.533737504,4.745897868,4.752156236,6.051690982,6.073905216,5.533227677,5.275158185,5.660343597,5.722591774,6.73674176,7.105025022,6.536231728,6.503057185
AT3G16857,5.967566243,6.122224998,5.738370932,5.783439311,4.903711638,4.457865637,5.000870067,4.222291749,4.335191825,5.049602205,5.381615045,5.043735967,4.943659848,5.081108263,5.198930594,5.594755255,5.437083968,5.427680352,5.510452528,4.348813568,4.511602294
AT3G16870,3.419182541,3.327280432,3.217926392,3.348853415,2.750141249,1.650510715,2.926323113,3.529328291,3.521912069,3.404726802,2.91102259,2.897545614,3.223947935,3.355283227,3.673600879,2.930580689,2.867142564,2.658885277,2.484917435,3.403419899,3.355807621
AT3G16940,4.81473966,4.713849178,4.823208877,4.894219741,4.530360041,3.765987933,4.148715535,4.940797411,4.828320746,4.816574614,5.140131241,4.448480711,4.381489212,4.205423015,4.002397476,5.112589167,5.098241681,4.707979826,4.746724538,3.888846726,4.092773215
AT3G17609,4.901510129,5.092088105,4.233193149,4.345187098,3.899004635,3.674357457,3.764572043,2.512119001,2.90998252,3.172957896,3.498399644,3.032295027,2.722288081,2.425902302,2.53233707,4.657741802,4.203668035,3.617609001,3.903630593,3.499103247,3.421770884
AT3G17730,-0.357540763,0.132427035,-0.462193342,-0.813766786,-3.358383208,-2.25637988,-2.118071006,-0.994233665,-0.943468816,0.118049555,-0.333284607,-2.677363222,-3.935923402,-1.168278729,-1.474582344,-0.397106675,0.257518009,-2.626516942,-1.544829908,-2.462828712,-2.477082393
AT3G18010,3.070696234,3.03364888,3.409291918,3.110505888,3.584131298,3.626263169,3.859208917,0.903886721,1.429989579,2.293491561,2.45430706,1.760042091,2.473467534,-0.345156491,-0.651460106,2.077978208,1.907331654,1.921919683,1.999490608,2.018297978,1.610380448
AT3G18100,2.631811993,2.498920682,2.14446423,2.441047113,2.981466795,3.298208971,3.764572043,3.197386407,3.031727793,3.099272348,3.126147011,1.519033991,1.61866545,3.682028338,3.428604283,2.680136324,2.432960015,1.921919683,1.625095093,2.060733244,2.166773797
AT3G18380,3.881425883,3.92964351,3.529586152,3.514704155,3.781168145,3.626263169,3.859208917,3.422851663,3.646948115,3.595458914,3.679539433,4.090821103,4.091982595,3.935412574,3.96196905,3.555226891,3.533963334,4.048734444,4.354023369,4.431989051,4.585413533
AT3G18400,-0.197076091,0.292891707,-0.462193342,0.250363552,-1.036455113,-2.25637988,1.582368712,-1.646310362,-2.08097234,-0.833040845,-0.202040074,-0.561886004,0.587638554,-1.409286829,-1.474582344,0.31658914,0.257518009,0.606143815,0.957670433,0.200136301,0.330272529
AT3G18960,3.147453433,3.056191449,2.70773166,2.234596236,1.396504294,1.203051738,1.341360613,2.314519041,1.619467378,2.79145002,2.144762689,2.656537515,2.403926601,0.557546307,0.606337652,2.707229985,2.599209359,2.53537074,2.651567305,3.419814337,3.056896179
AT3G18990,4.722414542,4.643637074,4.525458266,4.246437848,5.072069344,4.219353551,4.256968425,4.401203099,4.524877527,4.801165175,4.920056402,4.392310306,4.559931625,4.400408232,4.423030438,4.309976317,4.229259749,4.109546686,4.236529806,4.399292014,4.308642513
AT3G19290,4.22388138,4.281775675,4.192117206,4.165593448,4.776043112,5.227435897,5.158053399,3.779954393,4.155520278,3.512733992,3.978301543,3.512461337,3.321464441,3.4213004,3.328803676,4.287712062,4.235587369,4.441723919,4.354023369,4.525855975,4.592591135
AT3G19360,2.241496923,2.247904252,2.34516158,1.876548715,-0.551028286,-0.671417379,0.203857089,2.260580234,2.36528389,1.946569087,1.90375459,1.760042091,2.086444411,2.407405958,2.807971513,2.490418596,1.907331654,1.921919683,1.728188586,2.181027478,2.046479563
AT3G19500,-0.985571985,-1.147680885,-0.462193342,-0.572758686,-1.036455113,-2.25637988,-2.118071006,0.590728835,-0.315437594,0.389351577,-0.08174584,0.595655273,1.018272909,0.175675672,-0.651460106,-0.648645442,0.608990379,0.543408059,0.777098187,1.624634129,1.55266495
AT3G19510,3.908143221,3.925568097,3.6097565,3.663439535,3.607401077,3.298208971,4.451784602,3.854673746,3.657795497,3.639446927,3.786150624,1.620317327,1.490341353,3.682028338,3.51497591,3.093463455,3.449385563,1.280373654,1.824403902,1.9745766,1.820598156
AT3G19580,0.599390515,1.515284128,2.30719373,3.540582787,-1.036455113,0.065548215,-2.118071006,-0.546774688,-0.154972921,0.874778404,0.766251066,0.691870588,0.922057593,1.108561476,1.300711369,1.187855826,0.954125866,1.897045014,0.777098187,0.34452621,0.025417948
AT3G19860,5.55640459,5.67128164,5.168487459,5.104012126,4.816542475,4.485087106,4.979961077,4.369701956,4.35532278,4.427486705,4.772249807,3.253374116,3.671406912,4.751501378,4.721310342,4.73875649,4.576956552,4.433097914,4.477537905,3.853075595,3.954763394
AT3G20310,4.552175877,4.694819124,4.802888893,5.404521237,5.863203913,5.620137066,5.770672243,4.065970969,4.002241028,4.412353402,4.348539433,4.377919214,4.408372506,4.621129513,4.678287494,4.456888972,4.571964523,4.243847778,4.370053478,4.086635108,4.062076418
AT3G20640,1.046849492,0.835041124,1.504639794,0.771195715,0.548507388,1.444059838,1.051853995,1.327694429,1.151688417,2.43997765,2.094576932,1.023076497,1.946719648,0.685870404,0.657867952,1.298887138,1.875270445,0.606143815,0.570647309,0.596064977,1.223357325
AT3G20770,6.483514771,6.528444109,6.188205694,6.431569835,6.258165636,5.056503075,4.824443499,6.043188493,6.133346781,6.246621709,6.235123965,5.365208162,5.216361441,6.064234445,6.349029857,6.24038765,6.435023465,5.516100713,5.333731965,5.099413712,5.302089761
AT3G20910,2.154909238,2.509850242,1.911265054,2.621619359,0.101048411,0.913545121,1.051853995,2.746007061,2.53961407,2.315350995,2.640720184,1.41009962,1.678786442,2.407405958,2.340677777,2.118908472,1.969392622,1.73805549,1.914601711,2.218995328,1.492543958
AT3G21175,3.943013681,3.724444293,3.578220927,3.765720585,4.931635639,4.485087106,4.870613681,4.119981903,3.840273549,4.121155466,3.929033998,4.790242328,4.802168858,3.909358682,3.776262653,3.961852151,3.752683839,4.837824591,4.492259411,4.690301047,4.534144862
AT3G21270,4.697103453,4.849095214,4.652022227,4.618585299,2.870435483,2.872903137,1.969391835,4.065970969,3.821101239,5.019956743,4.81161637,4.8330713,4.64527718,4.047160932,4.408060706,4.35349983,4.402352029,3.796388801,4.462664629,4.463961441,4.676047366
AT3G21330,0.840398615,0.241361406,3.238246376,3.488352828,2.791363912,2.69781643,3.239480999,-2.131737189,-2.817937934,-0.347614018,-0.333284607,-0.561886004,-2.350960901,-0.620790934,0.110380157,-0.793035352,-1.430537985,-1.248005319,-1.544829908,-1.725863118,-2.477082393
AT3G21430,4.540838333,4.497548647,4.072728477,4.106179963,2.94539754,3.101172124,2.40549095,4.284426976,4.368589035,4.39192552,4.598578516,3.205279828,3.700701219,3.922444441,4.027101762,4.314388231,4.536528126,3.868538586,3.279598527,3.265091743,3.321659399
AT3G21810,3.038812173,2.795392047,2.678287882,2.265960407,1.851070158,1.991547633,2.40549095,2.366513678,2.630522567,2.711279671,2.49356649,1.803763468,2.130165789,2.250222625,2.044146459,2.426642685,2.245027065,2.231464053,2.227759596,2.327248219,2.241735855
AT3G22100,-0.052686181,-0.330544942,3.462079332,3.651614099,6.540973715,5.87804644,6.269946279,0.404315711,-0.154972921,0.014956062,0.132378965,0.782068397,-0.029032806,1.153649366,0.933502395,-0.648645442,-0.208145563,0.723980305,0.040132593,0.34452621,0.461517062
AT3G22170,5.337994605,5.346460388,5.366087419,5.415051905,4.826492135,5.423100219,5.503980813,5.206330608,5.220981055,5.059350181,5.124584807,3.626417527,3.531682148,5.101387443,4.996154736,5.21288462,5.189070659,4.043076809,3.835991876,4.044965928,3.90949866
AT3G22760,3.977061162,3.60210875,4.21280136,4.079948421,3.899004635,3.893367239,4.110747684,3.168386535,3.128481026,2.852525597,3.062300529,1.760042091,2.330863139,1.06201889,1.014802497,3.249055982,3.213318205,2.106837399,2.362060688,2.491367598,2.596166589
AT3G22780,5.222107938,5.045903142,4.829919099,4.768460747,3.630301479,3.169884875,3.167331213,5.166554541,4.930254915,5.113378115,5.112025903,3.614191224,3.87785779,4.57215072,4.656285182,5.042516462,5.034348064,4.334643316,3.947023188,4.431989051,4.132711961
AT3G23210,3.006207508,2.923526066,3.578220927,3.392137513,2.256326636,2.788014239,2.636816496,3.239821673,2.87322397,3.841269142,3.950355003,3.431161235,3.531682148,2.852380741,2.689164083,3.470789789,3.574462696,3.465182892,3.245247023,3.370061302,3.137627451
AT3G23250,-4.445003604,-2.370073306,-3.92162496,1.835326052,-0.551028286,-0.671417379,-2.118071006,-0.994233665,-4.402900435,-1.280499822,-1.918247108,0.261236234,-0.235483684,1.321106112,1.743841175,-5.040962865,-0.900023268,-2.626516942,-0.807864314,-4.047791213,-0.361605176
AT3G23690,4.95800842,4.725616739,5.029659755,5.104012126,3.801488129,3.524979833,3.554354336,4.543514197,4.55999557,4.533864159,4.849937217,3.851416444,3.812269448,4.584552187,4.876186879,4.292192485,4.396716495,3.789647223,3.715697642,3.969017075,3.814472053
AT3G24050,4.979162685,5.269769821,5.352170639,5.368853289,3.180775603,4.313475728,4.110747684,4.693539641,4.54838428,4.641611511,4.905575025,4.296094991,4.682462101,5.246325203,5.368976388,4.755076744,4.781079965,4.109546686,3.835991876,4.296504695,4.433810133
AT3G24120,4.293088656,4.216558015,3.562190817,4.044214209,4.376326412,4.343532962,4.451784602,4.236332687,4.132374942,4.301727711,4.265919816,5.231529727,5.383748719,4.464436903,4.495634187,4.611882108,4.489649434,5.414594593,5.488593094,5.159223107,4.957545835
AT3G24140,3.709814505,3.819751253,3.462079332,3.420288553,0.889544306,0.550975042,1.78881959,3.731210059,3.859194411,3.384189871,3.498399644,2.276833089,2.086444411,3.335852697,3.44336344,3.656004661,3.980737596,2.2114263,2.15560981,2.255989535,1.820598156
AT3G24490,4.136196978,4.284960433,3.904923527,3.808950637,-0.551028286,0.065548215,1.051853995,4.073811722,3.896307584,4.163950405,4.153981219,-0.355435127,-0.476491783,3.992368459,3.936113608,3.961852151,4.248159954,0.884444977,0.040132593,1.680129242,1.960322919
AT3G24520,3.054842283,3.555398715,1.750800382,3.553350083,0.101048411,1.203051738,-2.118071006,2.232835243,2.467464285,2.248753246,2.774243857,0.261236234,1.490341353,0.745991397,1.128758686,3.56266348,3.642710997,2.170496036,1.393769547,2.552121629,2.312994538
AT3G24860,2.714867733,2.604659935,3.155190637,2.845742668,3.084560288,2.872903137,2.926323113,1.955725652,2.491917328,2.711279671,2.413949322,1.620317327,1.61866545,2.879474402,2.796521492,2.638517235,2.497569097,1.793021949,1.824403902,2.395152283,2.312994538
AT3G25710,3.4798089,3.612286535,3.866277599,4.026009614,2.870435483,1.991547633,2.525785184,2.89506287,3.112799403,3.086617047,3.088179161,2.245468918,2.130165789,2.646981391,3.204356305,2.720588367,3.200436914,2.598449423,2.296472346,2.940893474,3.117864196
AT3G25730,0.840398615,0.935735124,0.165837881,1.281390447,-1.773420707,-2.25637988,-0.533108505,-0.061347861,-0.154972921,0.389351577,0.318792089,1.519033991,1.273529964,1.153649366,0.37956679,-0.397106675,1.071962356,0.884444977,-0.807864314,0.200136301,0.025417948
