,T1R1,T1R2,T2R1,T2R2,T3R1,T4R1,T4R2,T5R1,T5R2,T6R1,T6R2,T7R1,T7R2,T8R1,T8R2,T9R1,T9R2,T10R1,T10R2,T11R1,T11R2
AT1G22640,3.276095585,3.607206618,2.617533851,3.447900784,1.165178748,0.913545121,-0.533108505,2.726243806,2.197012407,2.759914447,2.725609082,3.138553714,2.633932207,1.06201889,1.091764479,3.276449749,2.599209359,3.196213206,3.812722097,3.617544704,2.903739391
AT1G22985,1.046849492,0.609748812,1.122769159,1.281390447,3.149411432,3.576510134,3.167331213,1.16104456,0.351987067,0.814657411,0.946823312,2.112713709,2.086444411,2.79661747,2.796521492,1.108784255,1.071962356,1.921919683,1.824403902,3.353088224,2.880469612
AT1G23380,2.543681083,2.465626242,2.30719373,2.326714438,2.369537247,2.788014239,1.341360613,1.775153406,0.726382582,2.419939896,1.717341466,2.004460818,1.994813936,1.360100243,1.511478465,1.97026439,2.028893634,1.897045014,1.625095093,3.574260607,2.926639793
AT1G24260,0.078558352,0.132427035,0.601936996,1.609444645,1.595813103,0.913545121,1.051853995,1.523614639,1.972138996,1.409815679,1.717341466,2.917583368,1.896966612,2.879474402,3.077643371,-0.953500024,2.086037541,0.409106968,-1.544829908,0.475770743,-0.602613275
AT1G24625,3.303189246,3.345698066,3.513003267,3.348853415,1.999168797,1.444059838,2.40549095,4.824784174,4.723804038,4.37120423,4.091381593,3.269055738,3.464956035,4.221393972,4.456154994,4.199828467,4.19719854,3.395850871,3.279598527,3.559539101,3.751736298
AT1G25250,-0.538113008,-0.682017312,-3.92162496,-0.813766786,-0.551028286,-0.671417379,-0.533108505,3.046180603,2.854487408,0.814657411,1.251677893,0.866957295,0.587638554,1.607014984,1.813662625,0.450890231,1.421904827,1.241379522,0.777098187,0.475770743,0.795936101
AT1G25440,6.738011397,6.962584906,7.487235476,7.439758417,8.15780927,7.356488617,7.621709604,7.250670687,7.132860943,7.032795509,7.103724306,5.034590485,5.100250211,5.272111323,5.297668777,7.124886281,7.115927803,6.02668642,6.125236161,5.619320329,5.92805907
AT1G25550,6.224767285,6.268563723,4.782278613,5.895473714,4.348975924,4.430120647,4.221778997,4.966294894,5.15360562,5.603254275,5.740984307,4.333864034,4.354095445,5.671409591,5.616954759,5.896410955,5.66983234,4.704399936,4.853201166,4.495240608,4.237163125
AT1G25560,4.04283643,4.325734963,2.617533851,4.706941173,1.285472982,2.135937543,1.582368712,4.164720218,4.361971156,4.102418903,4.380306478,3.388725969,2.858492465,5.227996707,5.36316687,2.178205655,2.899382901,3.144312104,3.245247023,2.666454305,2.413688537
AT1G25580,2.734905486,2.931676907,2.819842026,2.803617193,3.084560288,1.991547633,2.926323113,3.030150493,3.233724186,2.953555517,3.199210473,3.330131315,3.563922485,2.582492665,2.476029629,3.153793989,3.079017113,3.655181308,3.210057594,3.923752341,3.998651038
AT1G26260,1.821782937,1.354819456,-0.462193342,0.771195715,-3.358383208,-0.671417379,-2.118071006,1.813121257,2.255311048,1.7678632,2.569018719,0.49256178,0.312004112,0.803706895,0.657867952,0.68695759,0.528820031,0.543408059,-1.544829908,0.996602907,0.982349226
AT1G26780,0.840398615,0.39073903,-0.221185242,0.771195715,0.101048411,-0.671417379,-2.118071006,-2.131737189,-0.943468816,0.814657411,0.559800189,-0.802894104,0.15153944,-1.698793446,-2.00509706,-0.517400909,-0.900023268,-2.141090115,-1.544829908,0.34452621,-0.602613275
AT1G26790,0.309883898,1.53681729,-0.221185242,-0.185735563,0.889544306,0.065548215,0.203857089,-4.453665284,-4.402900435,-4.73993144,-4.72560203,-4.262325722,-2.350960901,-4.868718447,-5.175022062,-5.040962865,-2.278534891,-3.363482536,-3.129792409,-4.047791213,-4.062044894
AT1G26945,2.90372455,3.766063382,3.991264376,4.345187098,4.025321085,2.267182076,2.926323113,3.253693848,3.46128571,3.747908593,4.116748313,2.004460818,1.946719648,0.557546307,-0.045739045,4.654265427,4.054173042,2.799747813,2.936296782,3.753108687,3.321659399
AT1G26960,2.831120801,2.654758547,1.693084884,1.281390447,0.729079633,1.203051738,1.051853995,0.675617733,1.211809409,1.48888725,1.464222529,1.41009962,1.421628603,2.369686292,2.292583488,0.450890231,1.071962356,0.723980305,1.118135105,0.810189782,1.429808203
AT1G27360,1.783815086,1.659674037,2.846559364,2.296657204,2.369537247,1.831082961,1.582368712,2.601617151,2.756970902,2.80696302,3.113601758,0.1299917,0.707932788,0.416683772,0.802257862,3.041186176,2.899382901,0.261008329,0.570647309,0.906405098,0.18588262
AT1G27370,3.101890856,2.963827431,2.997238277,3.420288553,4.07624502,4.153011056,4.071753553,2.859217671,2.695131648,2.554689309,3.234399902,2.041455026,1.845436312,2.229313636,1.964529291,3.211702567,2.675661419,2.731035063,2.227759596,2.522064396,2.537867949
AT1G27660,3.101890856,2.722096538,2.186899496,2.326714438,1.285472982,2.38747631,0.689283916,3.398083757,2.928016443,3.493688236,3.345860332,1.292263129,2.041356522,1.760638173,1.790762223,2.953390572,2.712419969,2.2114263,1.914601711,2.018297978,1.960322919
AT1G27730,-0.985571985,2.208194542,1.911265054,5.306117533,3.630301479,4.401831603,4.568429521,3.093229176,3.679248606,1.7678632,2.953878069,3.99033971,4.177818764,4.695431043,4.834806556,-0.953500024,1.180896727,5.145632649,4.818574823,3.828725734,3.954763394
AT1G28050,2.885913274,3.12177979,2.30719373,1.835326052,2.314042134,0.550975042,1.78881959,5.727486973,5.623623008,4.684234848,4.834730804,3.732027714,4.12477253,4.901119396,4.97852997,4.11638407,4.621124135,3.563307617,3.528419074,3.574260607,3.699506339
AT1G28310,2.90372455,2.777414306,2.764875567,3.161429823,1.686010912,0.550975042,1.78881959,3.211670633,3.331809185,3.021619792,3.280022519,0.947127643,1.108470718,2.001646272,2.402406766,3.555226891,3.481686055,1.241379522,1.262525014,1.882946125,1.492543958
AT1G28360,0.198852586,0.292891707,0.470692462,1.281390447,-1.036455113,-2.25637988,-2.118071006,-0.546774688,-0.496009839,-1.570006439,-0.202040074,-2.677363222,-2.350960901,1.360100243,0.552898393,-0.648645442,-0.513000145,-3.363482536,-3.129792409,-4.047791213,-0.602613275
AT1G28370,-2.123075509,-0.330544942,-2.33666246,3.258183056,-1.773420707,-0.671417379,-2.118071006,0.069896672,0.240955755,-0.347614018,0.029285472,1.620317327,1.193359615,0.623134649,0.802257862,-2.71903477,-3.015500485,0.934198012,0.040132593,-0.140900617,-0.155154298
AT1G28420,5.334715751,5.309406794,4.945653779,5.264019996,5.184648612,5.557401311,5.669831553,5.430505235,5.475150478,5.272693099,5.410107256,4.598761184,4.808910436,5.474467268,5.613696271,5.120169018,5.358089729,4.968927043,4.875832141,4.448063814,4.709444576
AT1G28470,0.078558352,0.241361406,0.326302553,-0.366307809,-1.036455113,0.065548215,-0.533108505,-0.994233665,-1.232975433,0.014956062,0.029285472,0.381530467,0.707932788,-1.409286829,-1.087559221,-0.286075363,-0.352535473,0.005751273,-0.807864314,-0.877866211,0.795936101
AT1G28520,4.953740088,4.980620373,4.413765394,4.517964484,4.894282225,4.538035986,5.299781509,5.118087359,4.813845423,5.198177886,5.118319021,5.780701561,5.549905907,5.00318679,4.903128746,5.247903209,5.221310996,5.610932054,5.341882806,5.546533391,5.395335985
AT1G29160,1.046849492,1.254417559,0.601936996,1.15306635,-1.773420707,-0.671417379,-0.533108505,0.404315711,0.95465157,1.092958574,1.107287984,-1.4549708,-1.613995307,-0.224862258,-0.317041067,1.528892743,0.89139011,-1.778520035,-0.322437487,-0.347351495,-0.602613275
AT1G29280,0.840398615,1.717389535,0.936356035,0.936254961,-0.551028286,0.065548215,-2.118071006,0.755788082,0.45508056,2.080247522,2.329680405,1.620317327,2.778322116,0.964171567,0.847345751,2.359916571,1.907331654,2.702606654,0.957670433,1.237611006,1.429808203
AT1G29560,-0.744563886,-1.452535466,-2.33666246,-0.813766786,-3.358383208,-0.671417379,-2.118071006,-0.061347861,0.806552931,-0.833040845,1.717341466,-1.4549708,-0.235483684,-1.168278729,-2.00509706,-1.134072269,-1.141031368,-0.556127614,-3.129792409,-0.140900617,-0.602613275
AT1G29950,-1.275078603,0.187922147,0.165837881,-0.185735563,-1.773420707,-2.25637988,-2.118071006,-0.061347861,0.641493684,-0.347614018,0.318792089,-2.677363222,-2.350960901,-0.476401025,-0.531165872,-0.648645442,0.154424516,-3.363482536,-3.129792409,-1.725863118,-1.254689972
AT1G30210,5.0647714,5.021289638,4.413765394,4.026009614,3.016656224,2.601601115,2.926323113,5.421316064,5.447286403,5.416151636,5.303685197,2.814489875,2.571871238,4.71436432,4.845957877,5.277579945,5.182535223,2.964444299,3.345941022,2.963436043,2.971378108
AT1G30330,5.875796945,5.631803981,5.727631217,5.844444697,4.940824811,5.194831232,5.669831553,6.356102845,6.032769826,6.277572961,6.539426912,4.117052645,4.316742031,6.022305743,6.06874697,5.94131774,6.230052221,4.223982472,4.477537905,4.57791763,4.44970776
AT1G30490,5.032754662,4.771750008,4.21280136,5.073315329,4.518133739,5.423100219,5.316557222,4.763080574,4.655091288,4.745897868,5.133932756,4.108361684,4.354095445,4.83691394,4.675164776,4.185449328,4.30341886,4.433097914,4.16482834,4.938050724,4.49637582
AT1G30500,1.783815086,2.221552925,3.578220927,3.334131909,5.694184843,5.54452002,5.841930926,3.013940266,3.080915342,3.444943903,3.245941524,3.403010195,3.547892376,3.986149936,3.692256678,2.895675074,2.497569097,3.359893993,3.556708119,3.265091743,4.142526251
AT1G30650,2.269241914,1.95984758,1.122769159,1.45472205,-3.358383208,-0.671417379,-2.118071006,0.590728835,0.240955755,1.7678632,2.068813836,-1.4549708,0.456394021,1.471131556,1.539223456,1.700504121,1.907331654,0.606143815,-0.322437487,-1.725863118,-0.602613275
AT1G30970,4.953740088,4.511210634,4.21280136,4.636694679,5.331614764,4.862561193,4.979961077,4.480025371,4.655091288,4.0834358,5.01417858,4.61111839,4.477704527,4.455462099,4.430457456,4.11638407,4.43020415,4.569224351,3.881434847,4.57791763,4.264384593
AT1G31050,0.309883898,0.799851695,0.470692462,0.370657785,-1.036455113,-2.25637988,-2.118071006,-2.131737189,-2.08097234,-0.096075251,1.002318424,-0.561886004,1.193359615,-0.476401025,-1.087559221,0.31658914,0.154424516,0.832914677,0.777098187,1.161662153,1.364219861
AT1G31310,2.473859633,2.181100881,2.554108471,2.521217462,1.686010912,0.550975042,0.689283916,-0.366202443,0.240955755,-0.492003927,-0.477674517,-1.4549708,-0.7659984,-2.546790352,-5.175022062,0.631462477,0.353733324,-0.424883081,-3.129792409,1.378473542,1.71931482
AT1G31320,1.282916851,1.772884648,1.632963891,1.876548715,1.595813103,0.065548215,1.341360613,1.428977765,0.45508056,1.7678632,1.296765783,2.213407709,2.213823718,0.859202007,0.034431304,1.298887138,1.330274351,2.435259256,1.999490608,3.686918408,3.603291024
AT1G32150,3.419182541,3.211545752,2.617533851,3.514704155,3.084560288,4.153011056,3.859208917,3.030150493,2.695131648,2.79145002,3.00910759,4.009137306,4.069701147,2.945062744,2.651526426,2.666396267,2.559408351,3.829632093,3.835991876,3.700401637,3.659054295
AT1G32240,2.793401135,2.654758547,2.948739759,2.945970116,2.94539754,1.991547633,2.836125304,2.465197953,2.777008655,3.008261409,3.234399902,1.714954201,1.791997053,1.670440364,2.259606166,3.062324943,3.382530589,1.16007942,2.15560981,0.996602907,1.295507111
AT1G32330,3.582902393,3.550114112,4.026742271,3.960421272,3.487106843,3.298208971,3.714819008,2.91265693,3.048310677,3.136585506,3.049185029,3.374298898,3.321464441,3.393376398,3.195665345,2.883849639,3.161088246,2.826342023,2.542632933,2.797698838,2.758134069
AT1G32360,4.416083302,4.505761354,4.38671407,4.269833416,5.274611989,4.313475728,4.937211429,4.593458628,4.388262454,4.145764933,4.305065106,3.551455469,3.430398813,4.082566268,3.827792954,4.549624185,4.473678477,3.961448047,4.201124469,3.877021291,4.29989888
AT1G32540,3.101890856,2.795392047,0.326302553,2.136192532,1.165178748,1.444059838,-0.533108505,3.030150493,3.262435482,1.563849308,1.717341466,0.691870588,1.946719648,2.782333244,2.208682231,1.588393755,2.388221701,1.028834887,0.957670433,1.680129242,2.204741647
AT1G32640,3.086377856,3.845864093,4.282946184,6.408918361,3.149411432,2.601601115,1.969391835,4.897273897,5.187686615,4.905726992,4.927242943,5.140686301,5.015361313,4.88115098,5.081186627,4.698817745,4.611425308,5.394740679,5.035114518,4.621093772,5.12034946
AT1G32730,2.030729827,1.717389535,2.678287882,2.326714438,3.936237541,3.97243881,4.148715535,2.054129356,2.006490501,1.829924168,1.717341466,2.771097279,2.213823718,1.574225049,1.300711369,2.098588487,1.774576445,2.12837056,2.079660957,2.797698838,2.732370973
AT1G32870,3.788616073,3.517993415,5.931684595,5.212630904,7.238738221,7.28083852,7.178845201,3.660076882,3.781974908,4.597690462,4.441816116,5.453636268,5.479818367,5.015452072,4.908457266,4.695439066,4.177614143,5.609018665,5.292272357,5.226004387,4.655631529
AT1G33060,3.75956754,3.434416282,3.238246376,3.392137513,3.821525882,3.97243881,3.859208917,3.077716176,3.262435482,3.363356368,3.280022519,3.638541086,3.77143573,3.79305965,3.7527559,3.211702567,3.050588705,3.34157381,3.556708119,2.985631789,3.405560656
AT1G33240,6.288859116,6.608160466,5.947197594,6.46235762,5.20767083,5.259319958,5.459357822,4.641731739,4.577239143,5.195233609,5.761232991,3.922549621,4.102995588,6.521987926,6.720174511,5.729701028,5.738273396,4.682732019,4.930903523,3.283125665,2.993237542
AT1G34180,-1.637648682,-0.785110805,-0.751699959,-0.366307809,-1.773420707,-2.25637988,-0.533108505,-0.366202443,-0.943468816,0.304462679,0.132378965,0.782068397,0.8189641,1.321106112,1.511478465,-0.648645442,0.353733324,0.261008329,-0.807864314,-0.588359594,0.581811296
AT1G34190,4.923502857,5.038374384,5.075554521,4.948388717,5.838833485,5.87804644,5.853472548,5.396521554,5.267755814,5.278268738,5.206612722,4.88995912,4.740033631,5.187919268,5.295636812,5.326451886,5.400945208,4.926536311,5.094209266,4.943730633,4.923797043
AT1G34370,5.103818304,5.256852488,4.802888893,4.977100014,4.613160346,4.25141476,4.650113319,4.838656349,4.799223389,5.078650737,4.976570655,5.132136972,4.887443838,5.361301988,5.21407146,5.257099703,5.149406441,5.205106995,5.113381575,5.29872252,5.192983676
AT1G34670,0.078558352,-0.330544942,-2.33666246,-1.465843482,-1.036455113,-2.25637988,-2.118071006,-2.868702783,-2.817937934,0.21426487,-0.202040074,-2.677363222,-2.350960901,-1.409286829,-2.36766714,-0.517400909,0.154424516,-1.778520035,-3.129792409,-4.047791213,-2.477082393
AT1G35460,3.74975325,3.977671081,4.500439806,4.230627334,4.362715981,3.97243881,4.221778997,3.563143004,3.613907853,4.077052183,3.971365496,4.151302207,3.91582564,4.328498246,4.400517185,3.470789789,3.574462696,3.68455016,3.947023188,3.71376002,3.574579727
AT1G35560,3.276095585,3.523396774,4.667089675,4.972354302,2.831441351,2.498507622,2.836125304,3.182959336,2.90998252,3.731743774,3.573605988,3.851416444,3.447780891,3.570073405,3.764557153,3.192656812,3.787554299,2.999922195,3.136994132,2.327248219,2.596166589
AT1G36060,-0.985571985,-0.682017312,-0.751699959,0.771195715,-1.773420707,0.065548215,-2.118071006,-0.546774688,-1.595545513,-0.096075251,-0.08174584,-0.174862881,1.845436312,-0.224862258,0.182529943,-0.397106675,-0.352535473,0.934198012,0.040132593,-1.240436291,0.025417948
AT1G42990,3.826459424,4.130657942,4.829919099,5.228638781,4.601618724,4.754847375,4.596174512,3.90827849,4.100925303,4.667336324,4.466690784,5.379725971,5.11120051,5.358897496,5.515848948,4.318786695,4.505445522,4.923460201,4.930903523,5.07891326,4.877534321
AT1G43160,-2.860041103,-3.955035807,-0.014734365,-4.273198404,-1.773420707,-2.25637988,-0.533108505,-0.994233665,-2.08097234,-3.15496894,-1.555677029,-0.802894104,-0.476491783,2.838640685,3.787873944,-2.233607943,-3.015500485,-1.248005319,-1.544829908,-2.462828712,1.665875561
AT1G43700,4.874668517,5.068256515,4.775342566,4.779369646,5.721101576,4.982024859,4.800792231,4.432031089,4.361971156,4.69261046,4.952117611,4.225514311,4.567902336,5.030638476,5.050185375,4.840151096,4.811048002,4.592651578,4.887015879,4.305355613,4.729117995
AT1G44810,4.313219611,4.275384988,4.026742271,4.214641629,4.141462679,3.933444679,3.554354336,4.337497605,4.341933403,4.654531254,4.446825478,4.249426931,4.228983525,4.499788014,4.684512725,4.383203424,4.373951604,3.677263806,3.858892278,4.540923423,4.761322346
AT1G45249,4.002079622,4.236434725,3.942561184,4.157254147,2.831441351,2.498507622,2.129856507,4.554763338,4.671241028,3.950066531,4.50561915,4.090821103,4.047070173,3.032148361,3.221582719,4.538353073,4.768043475,4.743298482,4.618400441,4.563233585,4.835800562
AT1G46264,2.610278831,2.604659935,4.331040472,3.639690932,4.416403852,3.674357457,3.904296807,2.391824767,2.467464285,2.79145002,2.80577943,2.004460818,2.66398944,2.291152889,2.586529171,2.810786176,3.064872931,1.994069468,1.914601711,2.847026551,2.445749747
AT1G46480,0.684279413,0.482369506,1.435927044,1.704081519,1.285472982,2.267182076,1.341360613,2.340750582,2.673915162,2.399619912,2.393339042,2.367030898,2.403926601,3.234569361,3.304758202,1.992460137,2.599209359,2.289959702,1.728188586,2.720393112,2.445749747
AT1G46768,0.078558352,0.526090883,-1.599696865,-0.572758686,-1.773420707,0.065548215,-2.118071006,1.327694429,1.574379489,-0.652468599,0.318792089,0.381530467,0.8189641,1.471131556,1.483189421,1.72722146,1.376816937,1.460945899,1.393769547,1.161662153,1.492543958
AT1G47655,0.981261151,1.558033776,1.122769159,1.508161309,2.133469888,0.913545121,1.969391835,1.523614639,0.351987067,0.545470779,0.889107814,0.782068397,1.018272909,-0.781255606,-0.045739045,1.025126325,0.608990379,0.982292301,1.118135105,1.444061884,1.71931482
AT1G47760,0.509192706,0.342644742,0.165837881,-1.103273403,-1.773420707,-0.671417379,1.051853995,-0.753225566,-0.943468816,-1.039491722,0.029285472,0.866957295,0.922057593,-0.345156491,-0.220825751,0.31658914,-0.07690103,1.241379522,0.957670433,1.444061884,1.223357325
AT1G47870,3.394200184,3.434416282,3.044159324,3.161429823,2.707705983,2.601601115,1.78881959,3.281044336,3.533737504,2.852525597,3.07529787,1.519033991,1.845436312,3.007798499,3.142390552,2.759937035,2.867142564,1.897045014,1.625095093,2.666454305,2.808319826
AT1G48000,-1.637648682,-3.218070213,-3.92162496,-2.688235904,-3.358383208,-2.25637988,-2.118071006,1.886184719,2.311345083,0.304462679,0.318792089,2.307529886,2.041356522,1.197370743,1.300711369,1.148861694,0.443931133,1.426594394,1.393769547,0.34452621,0.461517062
AT1G49010,2.094155207,2.299205481,3.81308466,4.300448783,1.285472982,1.203051738,1.051853995,3.435077965,3.905438595,0.686333314,1.055757683,-1.940397627,-0.235483684,1.197370743,0.802257862,2.490418596,2.559408351,1.16007942,1.393769547,1.444061884,0.982349226
AT1G49130,4.371980019,4.556716847,3.578220927,3.891708522,5.20767083,4.903491457,5.230657148,1.038187812,0.95465157,0.014956062,-0.333284607,1.352384122,1.490341353,-1.698793446,-1.087559221,0.38530189,0.528820031,1.590713774,1.824403902,0.475770743,0.330272529
AT1G49480,5.096093011,5.22570218,5.280498864,4.962815788,5.551509876,5.038240869,5.139316837,4.565925444,4.4268223,4.39192552,4.476521794,4.838336617,4.835566068,4.099948346,4.027101762,4.647287444,4.34498085,5.127034113,5.292272357,5.188222979,4.985079018
AT1G49560,2.849617145,2.674320813,3.967118289,3.686803528,5.757960753,5.54452002,5.547264911,4.829423069,4.870895164,4.27408903,3.936176068,3.99033971,3.903280386,4.076725389,4.257519839,3.710581194,3.895392041,3.144312104,3.4400632,3.499103247,3.686147956
AT1G49720,2.124852004,2.067332006,1.504639794,1.45472205,3.584131298,3.298208971,3.167331213,5.864877526,5.688534951,4.31263661,4.571314177,2.956842798,2.958894362,3.828249079,3.746818875,4.802958186,4.925057823,3.868538586,3.925490027,4.374273553,4.44970776
AT1G49950,4.22388138,4.144750313,4.682001385,4.39568658,5.650045414,5.54452002,5.194811949,4.432031089,4.328418596,4.505621266,4.491143828,4.515751407,4.575829252,4.877795874,4.681403467,4.42460354,4.279120263,4.753727648,4.549687691,4.548398543,4.548979904
AT1G50420,2.734905486,2.856606474,3.335762882,3.553350083,2.57235413,3.029022339,2.636816496,3.607030648,3.423648052,3.231612114,3.035949202,3.564222765,3.263748943,3.734907898,3.810819875,3.072779301,2.850748126,3.068363251,2.800944929,2.940893474,3.117864196
AT1G50600,4.552175877,4.74193172,4.62140686,4.991244196,6.998068762,7.449252507,7.232868175,4.957845704,4.866226244,4.69261046,4.685908958,6.356977233,6.150212823,5.000104107,4.950391409,5.15009635,4.893392463,6.055072875,6.268951283,5.640459096,5.653917097
AT1G50640,4.838084749,4.96482068,5.477118732,5.538978901,5.833909607,5.423100219,5.99567116,4.80607798,4.728956526,4.773796156,5.221304244,4.561041518,4.477704527,4.762458608,4.868005222,4.926263394,4.798280706,4.615704453,4.709411379,4.12713447,4.511602294
AT1G51070,5.667435903,5.732048217,5.46423744,5.55493808,6.384768186,6.461296543,6.287070457,5.405869502,5.309626566,5.678975291,5.710068231,6.719954882,6.699794719,5.266990839,5.453423478,5.508821803,5.428824241,6.571682513,6.4190295,6.616656072,6.566400646
AT1G51140,4.158622741,4.300779616,5.265727113,4.827463935,3.584131298,3.416045462,3.554354336,5.722507865,5.701698319,5.448657405,5.363186208,4.983226984,4.835566068,4.580430198,4.389127428,5.716427144,5.672166799,5.442798552,5.737486331,5.24453042,5.382969952
AT1G51600,3.679117708,3.54481008,3.71499966,3.304230424,4.07624502,3.852144577,4.221778997,3.529328291,3.721220877,3.698860412,3.582737,4.717813855,4.460681379,3.402744581,3.186921712,3.690356166,3.393890451,4.623307607,4.16482834,4.495240608,4.49637582
